exposure_id,source_notice_id,contract_id,notice_type,contracting_authority_name,responsible_body,contracting_authority_region,awardee_name_source,publication_date,contract_value_eur,cpv_code,cpv_description,sector_group,contract_type,procurement_procedure,object_description,source_url,awardee_entity_key,awardee_display_id,awardee_contract_count,awardee_portfolio_value_share,authority_awardee_value_share,authority_awardee_notice_share,sector_portfolio_value_share,data_quality_flags
BOE-00217,BOE-B-2022-1183,EM21-681.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Dirección de la Sociedad de Salvamento y Seguridad Marítima.,Comunidad de Madrid,"REDCAI, S.A.",2022-01-17,254987.00,50240000,50200000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento preventivo y correctivo de los equipos de puente (2 lotes).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1183,REDCAISA,A6286,12,0.00013900,0.00003246,0.00043879,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00218,BOE-B-2022-1184,SES-477.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Autoridad Portuaria de Vigo,Galicia,CANON ESPAÑA S.A.U.,2022-01-17,114754.00,79521000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,"Servicio corporativo de impresión, escaneado y fotocopiado para la Autoridad Portuaria de Vigo.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1184,CANONESPANASAU,A1270,38,0.00030336,0.00003603,0.00087758,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00219,BOE-B-2022-1185,2.21/30108.0091.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",ADIF - Presidencia,Andalucía,INGEMONT TECNOLOGIAS SA.,2022-01-17,39431.60,50000000,50200000 Servicios de reparación y mantenimiento 50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento de las instalaciones de la estación de Antequera Alta Velocidad.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1185,INGEMONTTECNOLOGIASSA,A4061,6,0.00000538,0.00000502,0.00043879,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00220,BOE-B-2022-1186,2021/17.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Dirección General de Transporte Terrestre,País Vasco,DION EVENTOS.,2022-01-17,21400.00,75000000,"75000000 Servicios de administración pública, defensa y servicios de seguridad social","Administration, defence and social security services",Servicios,No disponible,Servicios de Apoyo para la Celebración de las Pruebas de Competencia Profesional en el País Vasco 2021.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1186,DIONEVENTOS,A2187,2,0.00000229,0.00000272,0.00043879,0.00026481,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00221,BOE-B-2022-1187,09 PAS 01/2022.,Contratación,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Dirección Provincial del Servicio Público de Empleo Estatal en Burgos,Castilla y León,"SELECTIA SERVICIOS AUXILIARES, S.L.",2022-01-17,39000.00,90911200,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,"Servicio de limpieza de las dependencias de la D.P. SEPE en Burgos, sita en C/ Jesús Mª Ordoño, nº 4, 8 y 10 durante el ejercicio 2022.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1187,SELECTIASERVICIOSAUXILIARESSL,A6721,2,0.00001148,0.00015015,0.00182149,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00222,BOE-B-2022-1188,202100000095.,Contratación,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Agencia Estatal de Meteorología,Comunidad de Madrid,ALAVA INGENIEROS.,2022-01-17,2785.72,38126200,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,Suministro e instalación de instrumentación de renovación del programa de vigilancia atmosférica global del Centro de Investigación Atmosférica de Izañ.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1188,ALAVAINGENIEROS,A0315,21,0.00008372,0.00000183,0.00068918,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00223,BOE-B-2022-1192,MSA210055.,Contratación,MINISTERIO DE CULTURA Y DEPORTE,Dirección General de Bellas Artes,Comunidad de Madrid,"ECONOCOM SERVICIOS, S.A.",2022-01-17,21316.08,50300000,50300000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento preventivo y correctivo de la librería de cintas IBM TS3500 ubicada en el Servicio de Reproducción de Documentos.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1192,ECONOCOMSERVICIOSSA,A2336,19,0.00012716,0.00008787,0.00138889,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00224,BOE-B-2022-1193,MS210067.,Contratación,MINISTERIO DE CULTURA Y DEPORTE,Dirección General de la Biblioteca Nacional,Comunidad de Madrid,"PATRIMONIO INTELIGENTE, SL.",2022-01-17,119581.60,44100000,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),Construction structures and materials,Suministros,Abierto,Suministro e instalación de los elementos para la remodelación y adecuación del Museo de la Biblioteca Nacional de España.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1193,PATRIMONIOINTELIGENTESL,A5825,2,0.00000541,0.00049292,0.00138889,0.00118708,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00225,BOE-B-2022-1194,051/21-DG.,Contratación,MINISTERIO DE ASUNTOS ECONÓMICOS Y TRANSFORMACIÓN DIGITAL,Dirección General de la Entidad Pública Empresarial RED,Comunidad de Madrid,"PRODUCCIONES MIC, S.L.",2022-01-17,20900.00,72221000,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",IT services,Servicios,Abierto,"Servicio de elaboración e impresión del informe anual 2020 y del informe anual 2021 de la Entidad Pública Empresarial Red.es, M.P.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1194,PRODUCCIONESMICSL,A6030,30,0.00004009,0.00010456,0.00557103,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00226,BOE-B-2022-1195,PASA/2021/040/GCE.,Contratación,MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,Ciudad de Ceuta,CASA ALVAREZ MATERIAL CIENTIFICO SA.,2022-01-17,56650.00,33100000,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal","Medical equipment, pharmaceuticals and personal care products",Suministros,Abierto,Adquisición de un equipo de tinción y montaje automático de muestras para el Servicio de Anatomía Patológica del Hospital Universitario de Ceuta .,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1195,CASAALVAREZMATERIALCIENTIFICOSA,A1326,3,0.00000793,0.00021775,0.00189573,0.00956515,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00227,BOE-B-2022-1196,PASA/2021/035/GCE-AE.,Contratación,MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,Ciudad de Ceuta,ESAOTE ESPAÑA.,2022-01-17,19249.00,33100000,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal","Medical equipment, pharmaceuticals and personal care products",Suministros,Abierto,Suministro de un ecógrafo musculo-esquelético y cinco generadores de alto flujo para el Hospital Universitario de Ceuta.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1196,ESAOTEESPANA,A2650,2,0.00000430,0.00006002,0.00094787,0.00956515,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00228,BOE-B-2022-1197,862/21.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Comunidad de Madrid,ILLUMINA Productos de España SLU.,2022-01-17,106907.12,38434000,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,Suministro e instalación de un sistema de secuenciación masiva con destino al Centro de Investigación de Ciencias de la Alimentación.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1197,ILLUMINAPRODUCTOSDEESPANASLU,A3906,3,0.00001796,0.00115705,0.00200401,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00229,BOE-B-2022-1198,LOT64/21.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Región de Murcia,"TECNOQUIM, S.L.",2022-01-17,305762.24,33696300,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal 33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal","Medical equipment, pharmaceuticals and personal care products",Suministros,Abierto,Suministro de reactivos y material fungible para el Servicio de Ionómica y Metabolómica del Centro de Edafología y Biología Aplicada del Segura.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1198,TECNOQUIMSL,A7479,1,0.00001048,0.00073261,0.00100200,0.00956515,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00230,BOE-B-2022-1199,LOT7/22.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Principado de Asturias,ASTURIANA DE SEGURIDAD Y PROTECCION S.L.,2022-01-17,97992.00,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,"Servicio de vigilancia para los Institutos y Centros en Madrid, Sevilla y Oviedo.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1199,ASTURIANADESEGURIDADYPROTECCIONSL,A0806,6,0.00003045,0.00023479,0.00100200,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00231,BOE-B-2022-1200,1672/22.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Aragón,CARL ZEISS IBERIA SL.,2022-01-17,2000000.00,38512000,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,"Suministro e instalación de un microscopio de iones de fuente gaseosa destinado al Instituto de Nanociencia y Materiales de Aragón de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1200,CARLZEISSIBERIASL,A1305,12,0.00013315,0.00734714,0.00701403,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00232,BOE-B-2022-1202,287941-288750-288837.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT).",Comunidad de Madrid,ULLASTRES EXTERNALIZACIÓN DE SERVICIOS S.A.,2022-01-17,38224.82,31158100,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación","Electrical machinery, equipment and consumables",Suministros,Abierto,"Suministro, instalación, legalización, puesta en servicio y mantenimiento de los puntos de recarga para vehículos eléctricos en las instalaciones del CIEMAT en Madrid (lote 1) y Centros Territoriales CEDER (lote 2) y PSA (lote 3). Financiado con fondos del Plan de Recuperación, Transformación y Resiliencia.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1202,ULLASTRESEXTERNALIZACIONDESERVICIOSSA,A7798,1,0.00000131,0.00009159,0.00100200,0.00470484,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00233,BOE-B-2022-1203,2021/7403.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Gerencia de Informática de la Seguridad Social,Comunidad de Madrid,"TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA, S.A.U.",2022-01-17,52101.72,50323000,50300000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento del equipamiento de almacenamiento Netapp y switches Brocade .,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1203,TELEFONICASOLUCIONESDEINFORMATICAYCOMUNICACIONESDEESPANASAU,A7538,72,0.00408854,0.00663337,0.00297366,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00234,BOE-B-2022-1204,272021PAS1004.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Instituto Social de la Marina -Dirección Provincial de Lugo,Galicia,SALZILLO SEGURIDAD S.A.,2022-01-17,50768.64,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,"Servicio de vigilancia y seguridad, mediante la presencia de un vigilante sin armas, en las dependencias, instalaciones y espacios dedicados a las actividades de la DP del ISM en Lugo.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1204,SALZILLOSEGURIDADSA,A6556,6,0.00034603,0.00125369,0.00212404,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00235,BOE-B-2022-1205,14_UC_39_22.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Córdoba,Andalucía,MATZ-ERREKA S.COOP.,2022-01-17,44576.00,31720000,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación","Electrical machinery, equipment and consumables",Suministros,Abierto,Suministro e instalación de puertas automáticas en los edificios de oficinas de la D.P. del INSS de Córdoba.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1205,MATZERREKASCOOP,A5117,3,0.00000230,0.00009744,0.00084962,0.00470484,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00236,BOE-B-2022-1206,PA-2021/155-M.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Barcelona,Cataluña,CMM GUARD S.L.,2022-01-17,952226.40,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,La prestación del servicio de vigilancia sin armas de todos los locales y Oficinas Integrales de la Seguridad Social (INSS-TGSS) de la Dirección Provincial de Barcelona.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1206,CMMGUARDSL,A1595,13,0.00030171,0.00327870,0.00254885,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00237,BOE-B-2022-1207,PA--2020/213-M.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Barcelona,Cataluña,"FERROVIAL SERVICIOS, S.A.U.",2022-01-17,964549.53,90919200,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,"Servicio de limpieza, desinfección, desratización y desinsectación de todos los locales y oficinas integrales (INSS y TGSS) de la Dirección Provincial de Barcelona por el período 31-10-2021 a 30-10-2022.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1207,FERROVIALSERVICIOSSAU,A2969,6,0.00014793,0.00154160,0.00084962,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00238,BOE-B-2022-1208,2021/7304.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Gerencia de Informática de la Seguridad Social,Comunidad de Madrid,CANON ESPAÑA S.A.U.,2022-01-17,1200627.50,50313000,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software 50300000 Servicios de reparación y mantenimiento",Repair and maintenance services,Servicios,Abierto,Suministro de un tren de impresión full-color y servicio de soporte y mantenimiento.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1208,CANONESPANASAU,A1270,38,0.00030336,0.01028209,0.00297366,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00239,BOE-B-2022-1209,01/22.,Contratación,COMISIÓN NACIONAL DEL MERCADO DE VALORES,Comisión Nacional del Mercado de Valores,Comunidad de Madrid,GENERALI ESPAÑA SA DE SEGUROS Y REASEGUROS.,2022-01-17,13965.37,66510000,66000000 Servicios financieros y de seguros,Financial and insurance services,Servicios,Abierto,Seguro de daños patrimoniales sobre el conjunto de los bienes que integran el patrimonio de la Comisión Nacional del Mercado de Valores y del seguro de vehículos oficiales de la Comisión Nacional del Mercado de Valores.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1209,GENERALIESPANASADESEGUROSYREASEGUROS,A3270,16,0.00024147,0.00210064,0.02325581,0.00250511,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00240,BOE-B-2022-1210,AM 4/2022.,Contratación,UNIVERSIDADES,Rectorado de la Universidad Nacional de Educación a Distancia,Comunidad de Madrid,"FRAGUA LIBROS, S.L.",2022-01-17,3846.15,22113000,22000000 Impresos y productos relacionados,Printed matter and related products,Suministros,Abierto,"Suministro de monografías para la Biblioteca de la UNED, por lotes,.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1210,FRAGUALIBROSSL,A3066,3,0.00000173,0.00010694,0.01612903,0.00166109,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00241,BOE-B-2022-1299,2021/EA26/2043E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 26 - Base Aérea de Zaragoza (Agrupación BASE),Aragón,REPSOL BUTANO S.A.,2022-01-18,65289.26,09122110,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía","Petroleum, fuel, electricity and other energy sources",Suministros,Abierto,Suministro de gas propano a la B.A. de Zaragoza y al ACAR El Prat.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1299,REPSOLBUTANOSA,A6337,8,0.00010917,0.00019309,0.00086568,0.08114775,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00242,BOE-B-2022-1300,2021/EA02/00000135E.,Contratación,MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Comunidad de Madrid,"INSTALACIONES LUIS URBINA, S.L.",2022-01-18,433884.29,71630000,"45000000 Trabajos de construcción 71000000 Servicios de arquitectura, construcción, ingeniería e inspección","Architecture, construction, engineering and inspection services",Servicios,Abierto,"20217006 Revisiones, pruebas e inspecciones periódicas de instalaciones fijas de combustible.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1300,INSTALACIONESLUISURBINASL,A4201,5,0.00009255,0.00007309,0.00014428,0.03523707,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00243,BOE-B-2022-1303,2021/AR43U/00001957E.,Contratación,MINISTERIO DE DEFENSA,Intendente de San Fernando,Andalucía,North Sails SLU.,2022-01-18,181350.00,34522100,34000000 Equipos de transporte y productos auxiliares,Transport equipment and auxiliary products,Suministros,Abierto,"SERDIZ. T.A. 2022 Suministro de Velas y Kit de reparaciones de las mismas para el B/E ""Juan Sebastian Elcano"".",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1303,NORTHSAILSSLU,A5498,2,0.00001992,0.00009794,0.00028856,0.07239379,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00244,BOE-B-2022-1304,2021/ETSAE0905/00002301E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Personal,Castilla y León,RAMONA ABREU ABREU.,2022-01-18,73260.35,55000000,55000000 Servicios comerciales al por menor de hostelería y restauración,"Hotel, restaurant and retail services",Servicios,No disponible,"Concesión del Servicio de Restauración, Bar y Cafetería en el CDSCM ""San Isidro"", Núcleo ""Centro Social"" en Valladolid .",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1304,RAMONAABREUABREU,A6239,2,0.00000251,0.00001234,0.00028856,0.00127429,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00245,BOE-B-2022-1309,2021/10.,Contratación,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,Dirección General de Racionalización y Centralización de la Contratación-Junta de Contratación Centralizada,Comunidad de Madrid,"Salzillo Seguridad, S.A.",2022-01-18,9302116.26,79710000,"50600000 Servicios de reparación y mantenimiento 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,Servicios de seguridad integral y de auxiliares de control en edificios del sector público estatal.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1309,SALZILLOSEGURIDADSA,A6556,6,0.00034603,0.00228106,0.00080386,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00246,BOE-B-2022-1310,44/19.,Contratación,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,Dirección General de Racionalización y Centralización de la Contratación-Junta de Contratación Centralizada,Nacional,"Union 50, S.L.",2022-01-18,16080000.00,39100000,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal","Furniture, domestic appliances and cleaning products",Suministros,Abierto,"Acuerdo Marco 01/2019 para el suministro de mobiliario de despacho y complementario, de archivo, de bibliotecas, mamparas, clínico y geriátrico, y de laboratorio .",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1310,UNION50SL,A7812,1,0.00055102,0.00394314,0.00080386,0.00203011,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00247,BOE-B-2022-1318,Z22PC004/T20.,Contratación,MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Comunidad de Madrid,"LIFE TECHNOLOGIES, S.A.",2022-01-18,165074.55,38432200,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,Adquisición de un sistema automático de secuenciación por capilar validado para uso forense para CGPC de la DGP.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1318,LIFETECHNOLOGIESSA,A4774,24,0.00035295,0.00594726,0.00551615,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00248,BOE-B-2022-1324,3.21/27510.0055.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",ADIF - Presidencia,Galicia,UTE MARIN PETROLEOS-AQUATERRA.,2022-01-18,204124.50,14212310,"14000000 Productos de la minería, de metales de base y productos afines","Mining, basic metals and related products",Suministros,Abierto,Suministro y transporte de balasto para la nueva configuración de vías como consecuencia de la eliminación de los bloqueos telefónicos Ferrol - Ortigueira.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1324,UTEMARINPETROLEOSAQUATERRA,A8382,1,0.00000699,0.00002599,0.00043879,0.00367934,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00249,BOE-B-2022-1325,2021/ASG0010.,Contratación,"MINISTERIO DE LA PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA",Consejo de Administración del Patrimonio Nacional,Comunidad de Madrid,BALYMA SERVICIOS INTEGRALES SL.,2022-01-18,6000.00,90910000,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,Servicio de limpieza en los edificios y dependencias del CAPN.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1325,BALYMASERVICIOSINTEGRALESSL,A0990,6,0.00013726,0.00018313,0.00588235,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00250,BOE-B-2022-1326,2021/CAR0042.,Contratación,"MINISTERIO DE LA PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA",Consejo de Administración del Patrimonio Nacional,Comunidad de Madrid,DUPLEX ELEVACION S.L.U.,2022-01-18,43411.20,50750000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento de aparatos elevadores del Consejo de Administración del Patrimonio Nacional y de los Reales Patronatos .,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1326,DUPLEXELEVACIONSLU,A2295,2,0.00000256,0.00053356,0.00294118,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00251,BOE-B-2022-1327,2021/CAR0037.,Contratación,"MINISTERIO DE LA PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA",Consejo de Administración del Patrimonio Nacional,Comunidad de Madrid,"GEOTECNIA Y CIMIENTOS, S.A.",2022-01-18,273000.00,50700000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Conservación arquitectónica de inmuebles de Patrimonio Nacional .,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1327,GEOTECNIAYCIMIENTOSSA,A3292,2,0.00015514,0.00335537,0.00294118,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00252,BOE-B-2022-1329,N1.908.016/8811.,Contratación,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Cantábrico,Nacional,"EUROSTAR MEDIAGROUP, S.L.",2022-01-18,159600.00,79340000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,"Servicio de actuaciones de comunicación y divulgación de la Confederación Hidrográfica del Cantábrico, O.A. 2021-2023.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1329,EUROSTARMEDIAGROUPSL,A2788,9,0.00004830,0.00010498,0.00068918,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
