exposure_id,source_notice_id,contract_id,notice_type,contracting_authority_name,responsible_body,contracting_authority_region,awardee_name_source,publication_date,contract_value_eur,cpv_code,cpv_description,sector_group,contract_type,procurement_procedure,object_description,source_url,awardee_entity_key,awardee_display_id,awardee_contract_count,awardee_portfolio_value_share,authority_awardee_value_share,authority_awardee_notice_share,sector_portfolio_value_share,data_quality_flags
BOE-00037,BOE-B-2022-330,1126/21.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",Comunidad Valenciana,Sartorius Spain SA.,2022-01-03,163990.00,38430000,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,"Suministro e instalación de un sistema automatizado de adquisición y análisis de células vivas, financiado por la UE - NextGenerationEU por el Mecanismo de Recuperación y Resiliencia. Código proyecto: SGL2103009 para el I2SYSBIO con destino al Instituto de Biología Integrativa de Sistemas.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-330,SARTORIUSSPAINSA,A6612,5,0.00001117,0.00039292,0.00100200,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00038,BOE-B-2022-331,288765.,Contratación,MINISTERIO DE CIENCIA E INNOVACIÓN,"Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",Comunidad de Madrid,"Instrumentación Específica de Materiales, S.A.",2022-01-03,89500.00,39180000,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza","Furniture, domestic appliances and cleaning products",Suministros,Abierto,"Suministro e instalación de dos cajas de guantes de laboratorio con ventanas de seguridad para la IR-35 del CIEMAT-MADRID (Plan de Recuperación, Transformación y Resiliencia).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-331,INSTRUMENTACIONESPECIFICADEMATERIALESSA,A4251,4,0.00001405,0.00098209,0.00400802,0.00203011,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00039,BOE-B-2022-332,16/VC-88/22.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Cuenca,Castilla-La Mancha,"VIRIATO SEGURIDAD, S.L.",2022-01-03,31696.44,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,Vigilancia de seguridad del local sede de la Unidad Médica del Equipo de Valoración de Incapacidades.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-332,VIRIATOSEGURIDADSL,A8808,11,0.00011336,0.00435939,0.00297366,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00040,BOE-B-2022-333,28/VC-117/21.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección Provincial de Madrid,Comunidad de Madrid,"ORDAX, Coordinadora de Transportes y Mercancias, S.L.",2022-01-03,168287.30,60112000,60000000 Servicios de transporte (excluido el transporte de residuos),Transport services,Servicios,Abierto,"Servicio de transporte con conductor, traslado de mobiliario y enseres, y trabajos de peonaje (mozos) de la Dirección Provincial del INSS de Madrid, desde 1 de agosto de 2021 a 31 de julio de 2022.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-333,ORDAXCOORDINADORADETRANSPORTESYMERCANCIASSL,A5703,24,0.00021508,0.00046040,0.00084962,0.01009023,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00041,BOE-B-2022-334,36/VC-65/22/SE/PA.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Pontevedra,Galicia,"Mitie Facilities Services, S.A.U.",2022-01-03,277090.56,90919200,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,Servicio de limpieza e higienización edificio sede de la D.P. INSS Pontevedra y Centros dependientes de la misma. Año 2022.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-334,MITIEFACILITIESSERVICESSAU,A5289,8,0.00004663,0.00111251,0.00127443,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00042,BOE-B-2022-335,21-59/VC-279/21.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Huelva,Andalucía,ISABEL MARIA CANTOS PADILLA.,2022-01-03,3415.07,79530000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,Abierto,La ejecución de los servicios de traducción de documentos de cualquier idioma al castellano y viceversa de esta DirecciónProvincial para el periodo 01/12/2021 al 30/11/2022.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-335,ISABELMARIACANTOSPADILLA,A4386,20,0.00000347,0.00015953,0.00849618,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00043,BOE-B-2022-336,36/UC-46/22/SU/PASA.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Pontevedra,Galicia,"BDGAS ENERGIA 2018, SL.",2022-01-03,38314.03,09123000,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía","Petroleum, fuel, electricity and other energy sources",Suministros,Abierto,Suministro de gas natural canalizado para el edificio sede de la DP del INSS de Pontevedra en Vigo/2022.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-336,BDGASENERGIA2018SL,A1032,3,0.00000260,0.00011932,0.00084962,0.08114775,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00044,BOE-B-2022-402,2021/AR21U/00000661 (2021/AR21U/00000661E).,Contratación,MINISTERIO DE DEFENSA,Intendencia de Madrid,Comunidad de Madrid,"PROIESCON, S.L.",2022-01-04,41322.31,98390000,"98000000 Otros servicios comunitarios, sociales o personales","Other community, social and personal services",Servicios,Abierto,JESAT- Contrato de mantenimiento de las cubiertas de los edificios de las dependencias de la JESAT.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-402,PROIESCONSL,A6061,10,0.00001794,0.00005128,0.00115423,0.00162853,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00045,BOE-B-2022-403,2021/AR21U/00000633 (2021/AR21U/00000633E).,Contratación,MINISTERIO DE DEFENSA,Intendencia de Madrid,Comunidad de Madrid,"VEOLIA SERVICIOS LECAM, S.A.U.",2022-01-04,0.00,50000000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,JESAT.-Mantenimiento y Conservación de las instalaciones de climatización de las dependencias.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-403,VEOLIASERVICIOSLECAMSAU,A8715,29,0.00010636,0.00012768,0.00173135,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00046,BOE-B-2022-404,2021/AR21U/00000494 (2021/AR21U/00000494E).,Contratación,MINISTERIO DE DEFENSA,Intendencia de Madrid,Comunidad de Madrid,GERSA INFORMATICA SL.,2022-01-04,6611.46,30197630,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",Office and computing equipment and supplies,Suministros,Abierto,CAE-UVICOA.- Servicio de suministro de diferentes tipos de papel para la imprenta año 2022.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-404,GERSAINFORMATICASL,A3303,12,0.00003726,0.00000968,0.00086568,0.01021291,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00047,BOE-B-2022-405,2021/ETSAE0904/00000283E.,Contratación,MINISTERIO DE DEFENSA,"Sección de Asuntos Económicos de la Jefatura Sistemas de Información, Telecomunicaciones y Asistencia Técnica",Comunidad de Madrid,"COMSA INSTALACIONES Y SISTEMAS INDUSTRIALES, S.A.U.",2022-01-04,621215.38,32500000,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",Communication and telecommunications equipment,Suministros,Negociado con publicidad,Acuerdo marco modernización y actualización red IP de radioenlaces en el CENAD de San Gregorio (Zaragoza).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-405,COMSAINSTALACIONESYSISTEMASINDUSTRIALESSAU,A1705,4,0.00011747,0.00010465,0.00014428,0.01985408,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00048,BOE-B-2022-406,21A80112200.,Contratación,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,Delegación Especial de la Agencia Tributaria en Castilla y León,Castilla y León,"Telecomunicación, Electrónica y Conmutación, S.A.",2022-01-04,5148.76,50610000,50600000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Negociado sin publicidad,Mantenimiento arcos de seguridad CEIA y rayos X HISCAN en AEAT Castilla y León.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-406,TELECOMUNICACIONELECTRONICAYCONMUTACIONSA,A7511,11,0.00004032,0.00005421,0.00321543,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00049,BOE-B-2022-407,21A80112400.,Contratación,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,Delegación Especial de la Agencia Tributaria en Castilla y León,Castilla y León,"PROSELEC SEGURIDAD, S.A.U.",2022-01-04,16461.48,50600000,50600000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Negociado sin publicidad,Mantenimiento de arcos de seguridad METOR y rayos X RAPISCAN en AEAT Castilla y León.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-407,PROSELECSEGURIDADSAU,A6098,11,0.00003642,0.00021856,0.00482315,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00050,BOE-B-2022-408,‬21810076600.,Contratación,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,Comunidad de Madrid,QUIRON PREVENCION S.L.U.,2022-01-04,119000.00,85100000,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",Health and social work services,Servicios,Abierto,Concierto de la especialidad preventiva de medicina del trabajo y otras actuaciones técnico preventivas con un servicio de prevención ajeno.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-408,QUIRONPREVENCIONSLU,A6221,139,0.00059133,0.00010804,0.00321543,0.05044806,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00051,BOE-B-2022-426,230211503050.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Dirección General de Carreteras,Galicia,"CONSTRUCCIONES Y OBRAS TABOADA RAMOS, S.L.U- S.A DE GESTIÓN DE SERVICIOS Y CONSERVACIÓN, GESECO.",2022-01-04,9569416.24,50230000,50200000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,"51-LC-0305; 30.277/21-2. Conservación y explotación de las carreteras, sus elementos funcionales y otros servicios públicos y de obras menores relacionadas con esos servicios del sector LC-03. Provincia de A Coruña.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-426,CONSTRUCCIONESYOBRASTABOADARAMOSSLUSADEGESTIONDESERVICIOSYCONSERVACIONGESECO,A1823,1,0.00032792,0.00121832,0.00043879,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00052,BOE-B-2022-427,2.21/23108.0103.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",ADIF - Presidencia,Nacional,IMPAOR SA.,2022-01-04,27397.86,30190000,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",Office and computing equipment and supplies,Suministros,Abierto,Suministro de talonarios y sellos.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-427,IMPAORSA,A3935,8,0.00007982,0.00000349,0.00043879,0.01021291,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00053,BOE-B-2022-428,2.21/23108.0070.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",ADIF - Presidencia,Comunidad de Madrid,ERASMIL MANTENIMIENTOS SL.,2022-01-04,13342.43,50720000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,"Servicio de mantenimiento predictivo, preventivo y correctivo de la instalación térmica de climatización centralizada en edificio principal de la Terminal de TM de Madrid-Abroñigal.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-428,ERASMILMANTENIMIENTOSSL,A2642,19,0.00004330,0.00000170,0.00043879,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00054,BOE-B-2022-429,2.21/23108.0093.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",ADIF - Presidencia,Nacional,ELECNOR SA.,2022-01-04,43412.02,50711000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento de las instalaciones eléctricas de las terminales de transporte de mercancías adscritas a la Gerencia de Área de Servicios Logísticos Noroeste.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-429,ELECNORSA,A2413,6,0.00013167,0.00047393,0.00219394,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00055,BOE-B-2022-431,888.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Presidencia de la Autoridad Portuaria de Castellón,Comunidad Valenciana,"SOCIEDAD ANONIMA TRABAJOS Y OBRAS - OBRASCON HUARTE LAIN, S.A. - GIMECONS CONSTRUCCIONES Y CONTRATAS S.L.",2022-01-04,5644383.09,45234100,45000000 Trabajos de construcción,Construction work,Obras,Abierto,Primera fase de la Red Ferroviaria de la Dársena Sur.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-431,SOCIEDADANONIMATRABAJOSYOBRASOBRASCONHUARTELAINSAGIMECONSCONSTRUCCIONESYCONTRATASSL,A7039,1,0.00019342,0.00071861,0.00043879,0.32186548,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00056,BOE-B-2022-433,40-1/2021.,Contratación,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Dirección Provincial del Servicio Público de Empleo Estatal en Segovia,Castilla y León,CLECE SEGURIDAD.,2022-01-04,26549.28,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,Vigilancia y seguridad de la Dirección Provincial del Sepe de Segovia.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-433,CLECESEGURIDAD,A1546,11,0.00005479,0.00067394,0.00728597,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00057,BOE-B-2022-434,5150-21.,Contratación,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Instituto Nacional de Seguridad y Salud en el Trabajo O,Andalucía,GRUPO CONTROL EMPRESA DE SEGURIDAD S.A.,2022-01-04,305800.00,79710000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad 98000000 Otros servicios comunitarios, sociales o personales",Business services,Servicios,Abierto,"Servicio de vigilancia de la sede del Centro Nacional de Medios de Protección del INSST, O.A. M.P. en Sevilla.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-434,GRUPOCONTROLEMPRESADESEGURIDADSA,A3513,64,0.00084920,0.00659998,0.01275046,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00058,BOE-B-2022-435,5159-21.,Contratación,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Instituto Nacional de Seguridad y Salud en el Trabajo O,Comunidad de Madrid,"OHL SERVICIOS-INGESAN, S.A.",2022-01-04,391481.73,50700000,50700000 Servicios de reparación y mantenimiento 50800000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento integral de las instalaciones del edificio sede del Instituto Nacional de Seguridad y Salud en el Trabajo.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-435,OHLSERVICIOSINGESANSA,A5635,16,0.00030142,0.00170380,0.00364299,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
